,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Cust_enroll_year,Cust_enroll_month,Cust_enroll_Quarter,Cust_enroll_day,Cust_enroll_month_Phase,Age,Joining_Age
1003,5527.0,1997,Graduation,Together,22434.0,1,0,2023-02-13,25,4,12,11,3.0,13.0,15,2,2,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,February,Q1,Monday,Middle,28,26
1004,6374.0,1964,PhD,Married,36930.0,0,1,2023-05-17,50,223,2,31,0.0,2.0,39,5,5,2.0,4,8,0,0,0,0,0,0,3,11,0,2023,May,Q2,Wednesday,Middle,61,59
1005,7453.0,1964,Graduation,Single,36130.0,0,1,2023-02-02,46,157,43,127,68.0,56.0,37,6,3,8.0,4,4,1,0,0,0,0,0,3,11,1,2023,February,Q1,Thursday,Start,61,59
1006,8952.0,1963,Master,Married,65569.0,0,1,2022-11-05,96,397,46,288,20.0,38.0,70,2,6,5.0,10,3,0,0,0,0,0,0,3,11,0,2022,November,Q4,Saturday,Start,62,59
1007,241.0,1962,Graduation,Together,83844.0,0,0,2023-05-12,57,901,31,345,75.0,31.0,191,1,4,4.0,11,1,0,0,1,0,0,0,3,11,0,2023,May,Q2,Friday,Middle,63,61
1008,8975.0,1978,Graduation,Married,19514.0,1,1,2024-01-26,47,14,3,21,2.0,1.0,28,4,3,1.0,2,8,1,0,0,0,0,0,3,11,0,2024,January,Q1,Friday,End,47,46
1009,6119.0,1973,PhD,Single,36736.0,1,1,2023-05-10,52,10,0,3,0.0,0.0,4,1,1,0.0,2,6,0,0,0,0,0,0,3,11,0,2023,May,Q2,Wednesday,Start,52,50
1010,5236.0,1989,Graduation,Together,77568.0,0,1,2022-08-25,30,1230,0,396,226.35999999999967,177.35999999999967,158,1,10,2.0,8,5,0,1,1,1,0,0,3,11,0,2022,August,Q3,Thursday,End,36,33
1011,5723.0,1986,PhD,Together,49187.0,0,1,2024-01-11,63,81,1,31,2.0,1.0,0,1,1,1.0,5,2,0,0,0,0,0,0,3,11,0,2024,January,Q1,Thursday,Middle,39,38
1012,1710.0,1988,Graduation,Single,30168.0,1,0,2023-03-07,51,154,20,66,0.0,12.0,27,7,6,1.0,4,9,0,0,0,0,0,0,3,11,0,2023,March,Q1,Tuesday,Start,37,35
1013,1970.0,1978,Master,Together,34053.0,0,1,2022-09-10,14,63,0,21,7.0,0.0,12,1,3,0.0,3,8,0,0,0,0,0,0,3,11,0,2022,September,Q3,Saturday,Start,47,44
1014,5313.0,1981,Master,Married,38196.0,1,1,2024-04-18,20,30,0,11,0.0,0.0,3,3,2,0.0,4,5,0,0,0,0,0,0,3,11,0,2024,April,Q2,Thursday,Middle,44,43
1015,10634.0,1961,Master,Married,59412.0,0,0,2024-04-19,56,90,67,165,30.0,43.0,11,1,4,2.0,8,3,0,0,0,0,0,0,3,11,0,2024,April,Q2,Friday,Middle,64,63
1016,7010.0,1975,2n Cycle,Married,70924.0,0,0,2024-04-07,41,635,114,254,132.0,152.0,76,1,6,6.0,7,3,0,0,1,0,0,0,3,11,0,2024,April,Q2,Sunday,Start,50,49
1017,8562.0,1979,Graduation,Together,54165.0,0,0,2023-05-28,72,127,4,73,15.0,6.0,11,1,2,1.0,7,2,0,0,0,0,0,0,3,11,0,2023,May,Q2,Sunday,End,46,44
1018,3158.0,1983,Graduation,Married,32300.0,1,0,2023-01-03,1,13,3,6,6.0,5.0,6,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,January,Q1,Tuesday,Start,42,40
1019,4436.0,1986,Graduation,Single,20180.0,0,0,2023-02-20,27,18,42,24,15.0,20.0,18,1,2,1.0,4,7,0,0,0,0,0,0,3,11,0,2023,February,Q1,Monday,Middle,39,37
1020,5287.0,1983,Graduation,Married,34961.0,1,0,2024-06-19,77,45,2,26,4.0,1.0,1,3,3,1.0,3,7,0,0,0,0,0,0,3,11,0,2024,June,Q2,Wednesday,Middle,42,41
1021,2445.0,1984,PhD,Together,28440.0,1,0,2023-07-07,87,38,1,24,0.0,0.0,0,1,2,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,July,Q3,Friday,Start,41,39
1022,6059.0,1963,PhD,Together,64504.0,1,2,2023-03-04,81,986,36,168,16.0,0.0,108,7,11,3.0,4,7,0,0,0,0,0,0,3,11,1,2023,March,Q1,Saturday,Start,62,60
1023,4550.0,1976,Master,Together,33564.0,0,1,2024-06-24,51,61,0,3,0.0,0.0,7,1,1,1.0,3,5,0,0,0,0,0,0,3,11,0,2024,June,Q2,Monday,End,49,48
1024,4240.0,1988,Graduation,Married,17345.0,1,0,2022-11-03,79,4,9,16,17.0,0.0,12,2,2,1.0,2,8,0,0,0,0,0,0,3,11,0,2022,November,Q4,Thursday,Start,37,34
1025,8911.0,1977,PhD,Married,56320.0,0,1,2023-04-08,11,201,53,172,116.0,77.0,83,3,5,4.0,9,4,0,0,0,0,0,0,3,11,0,2023,April,Q2,Saturday,Start,48,46
1026,3706.0,1988,Graduation,Single,28647.0,1,0,2023-08-21,54,19,8,29,0.0,12.0,26,1,2,2.0,2,7,1,0,0,0,0,0,3,11,1,2023,August,Q3,Monday,End,37,35
1027,3628.0,1997,Basic,Single,15038.0,1,0,2023-01-29,93,4,8,11,19.0,12.0,26,2,2,1.0,2,9,0,0,0,0,0,0,3,11,0,2023,January,Q1,Sunday,End,28,26
1028,10175.0,1968,PhD,Divorced,32173.0,0,1,2023-08-01,0,18,0,2,0.0,0.0,2,1,1,0.0,3,4,0,0,0,0,0,0,3,11,0,2023,August,Q3,Tuesday,Start,57,55
1029,8985.0,1974,2n Cycle,Together,68316.0,0,1,2022-11-04,54,806,80,161,120.0,11.0,33,5,10,7.0,10,6,0,0,0,0,0,0,3,11,0,2022,November,Q4,Friday,Start,51,48
1030,5204.0,1981,Graduation,Together,74538.0,0,0,2023-06-29,21,380,98,733,110.0,112.0,28,1,8,8.0,5,3,0,0,1,0,0,0,3,11,1,2023,June,Q2,Thursday,End,44,42
1031,9220.0,1981,Graduation,Single,91700.0,0,0,2023-01-17,58,576,172,915,125.0,115.0,19,1,8,6.0,5,3,0,0,0,0,0,0,3,11,1,2023,January,Q1,Tuesday,Middle,44,42
1032,9888.0,1979,Graduation,Together,68695.0,0,0,2024-06-25,3,458,81,356,106.0,50.0,40,1,4,4.0,7,2,0,0,0,0,0,0,3,11,0,2024,June,Q2,Tuesday,End,46,45
1033,5263.0,1987,2n Cycle,Married,31056.0,1,0,2023-01-22,98,5,10,13,3.0,8.0,16,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,January,Q1,Sunday,End,38,36
1034,1020.0,1983,Graduation,Married,79593.0,0,0,2024-05-12,70,350,60,568,110.0,133.0,145,1,5,6.0,7,2,0,0,1,0,0,0,3,11,0,2024,May,Q2,Sunday,Middle,42,41
1035,9503.0,1990,Graduation,Single,28071.0,0,0,2022-08-29,65,39,33,130,41.0,26.0,44,2,5,1.0,5,8,0,0,0,0,0,0,3,11,0,2022,August,Q3,Monday,End,35,32
1036,10613.0,1968,PhD,Together,37334.0,1,1,2024-02-26,44,26,1,16,2.0,2.0,15,4,3,0.0,4,4,0,0,0,0,0,0,3,11,0,2024,February,Q1,Monday,End,57,56
1037,130.76,1982,Master,Single,46423.0,1,1,2023-09-18,6,68,0,16,0.0,0.0,8,3,2,0.0,4,7,0,0,0,0,0,0,3,11,0,2023,September,Q3,Monday,Middle,43,41
1038,6019.0,1981,PhD,Married,37126.0,1,0,2024-03-30,9,45,3,9,4.0,4.0,7,1,1,2.0,2,6,1,0,0,0,0,0,3,11,1,2024,March,Q1,Saturday,End,44,43
1039,5863.0,1963,Graduation,Married,47703.0,0,1,2023-05-29,95,359,0,134,13.0,26.0,123,4,6,3.0,8,5,0,0,0,0,0,0,3,11,0,2023,May,Q2,Monday,End,62,60
1040,3717.0,1969,Graduation,Married,61180.0,0,1,2024-04-23,70,403,24,29,6.0,24.0,218,2,5,5.0,6,3,1,0,0,0,0,0,3,11,0,2024,April,Q2,Tuesday,End,56,55
1041,6730.0,1964,Graduation,Married,38998.0,1,1,2022-11-03,92,34,1,14,0.0,0.0,5,3,2,0.0,3,8,0,0,0,0,0,0,3,11,0,2022,November,Q4,Thursday,Start,61,58
1042,10749.0,2001,Graduation,Single,8028.0,0,0,2022-09-18,62,73,18,66,7.0,12.0,2,10,0,1.0,2,9,0,0,0,0,0,0,3,11,0,2022,September,Q3,Sunday,Middle,24,21
1043,4998.0,1972,Graduation,Together,76081.0,0,0,2024-05-23,85,292,30,415,63.0,33.0,200,1,4,5.0,4,2,0,0,0,1,0,0,3,11,0,2024,May,Q2,Thursday,End,53,52
1044,6287.0,1996,Graduation,Together,34728.0,1,0,2023-07-30,2,14,0,16,0.0,0.0,6,1,1,1.0,2,6,0,0,0,0,0,0,3,11,1,2023,July,Q3,Sunday,End,29,27
1045,5985.0,1975,Master,Single,33168.0,0,1,2022-10-13,0,80,1,37,0.0,1.0,3,3,2,1.0,4,7,0,0,0,0,0,0,3,11,0,2022,October,Q4,Thursday,Middle,50,47
1046,4754.0,1976,Master,Married,33585.0,0,1,2023-09-25,91,30,11,33,13.0,6.0,29,1,2,0.0,4,4,0,0,0,0,0,0,3,11,0,2023,September,Q3,Monday,End,49,47
1047,4002.0,1970,PhD,Married,77037.0,0,1,2023-10-13,3,463,96,333,168.0,53.0,10,1,7,7.0,12,3,0,0,0,0,0,0,3,11,0,2023,October,Q4,Friday,Middle,55,53
1048,8870.0,1994,Graduation,Together,35196.0,1,0,2022-11-13,68,75,12,141,43.0,39.0,187,6,6,1.0,5,8,0,0,0,0,0,0,3,11,1,2022,November,Q4,Sunday,Middle,31,28
1049,966.0,1976,Graduation,Married,44529.0,0,1,2023-07-05,98,538,13,91,17.0,6.0,26,6,6,2.0,11,5,0,1,0,0,0,0,3,11,0,2023,July,Q3,Wednesday,Start,49,47
1050,4767.0,1975,2n Cycle,Married,70924.0,0,0,2024-04-07,41,635,114,254,132.0,152.0,76,1,6,6.0,7,3,0,0,1,0,0,0,3,11,0,2024,April,Q2,Sunday,Start,50,49
1051,9725.0,1976,PhD,Together,28764.0,1,1,2024-06-05,16,8,0,3,0.0,0.0,1,1,1,0.0,2,8,1,0,0,0,0,0,3,11,0,2024,June,Q2,Wednesday,Start,49,48
1052,4475.0,1959,PhD,Married,69098.0,0,0,2023-02-16,82,1285,22,780,145.0,0.0,178,1,7,8.0,9,5,0,0,0,0,0,0,3,11,0,2023,February,Q1,Thursday,Middle,66,64
1053,5740.0,1980,2n Cycle,Divorced,25959.0,1,1,2023-02-14,1,4,2,12,7.0,5.0,26,2,1,2.0,2,6,0,0,0,0,0,0,3,11,1,2023,February,Q1,Tuesday,Middle,45,43
1054,5731.0,1993,Master,Married,27100.0,1,0,2023-04-05,64,12,0,13,2.0,0.0,10,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0,2023,April,Q2,Wednesday,Start,32,30
1055,7290.0,1995,Graduation,Single,70596.0,0,0,2022-10-05,68,347,44,534,17.0,0.0,26,1,3,5.0,12,2,0,0,0,0,0,0,3,11,0,2022,October,Q4,Wednesday,Start,30,27
1056,3846.0,1984,Graduation,Married,42557.0,0,1,2022-08-29,98,192,5,53,0.0,5.0,15,4,6,1.0,4,8,0,0,0,0,0,0,3,11,0,2022,August,Q3,Monday,End,41,38
1057,8104.0,1961,PhD,Married,53312.0,0,0,2023-08-09,32,241,0,12,0.0,0.0,25,1,5,1.0,5,7,0,0,0,0,0,0,3,11,0,2023,August,Q3,Wednesday,Start,64,62
1058,4507.0,1962,Graduation,Single,72228.0,0,0,2022-11-27,87,631,28,491,30.0,14.0,56,1,6,7.0,8,3,0,0,0,0,0,0,3,11,0,2022,November,Q4,Sunday,End,63,60
1059,11013.0,1997,Graduation,Together,67605.0,0,0,2023-03-31,84,336,28,282,184.0,54.0,54,1,2,8.0,6,1,0,0,0,0,0,0,3,11,0,2023,March,Q1,Friday,End,28,26
1060,4491.0,1959,Master,Married,62845.0,1,1,2022-10-01,3,1099,0,45,0.0,0.0,34,10,3,4.0,10,8,0,1,0,0,0,0,3,11,0,2022,October,Q4,Saturday,Start,66,63
1061,3759.0,1968,Graduation,Together,65196.0,0,2,2023-07-25,34,743,19,181,12.0,0.0,200,2,7,6.0,11,5,1,0,0,0,0,0,3,11,0,2023,July,Q3,Tuesday,End,57,55
1062,1162.0,1997,PhD,Single,42000.0,0,0,2023-01-10,23,124,83,267,85.0,59.0,35,2,5,2.0,11,5,0,0,0,0,0,0,3,11,1,2023,January,Q1,Tuesday,Start,28,26
1063,2055.0,1983,PhD,Divorced,35860.0,1,1,2024-05-19,37,15,0,8,4.0,2.0,20,2,1,1.0,2,5,1,0,0,0,0,0,3,11,0,2024,May,Q2,Sunday,Middle,42,41
1064,10766.0,1974,PhD,Married,65526.0,0,1,2024-04-11,22,397,19,69,12.0,0.0,9,1,4,4.0,8,2,0,0,0,0,0,0,3,11,0,2024,April,Q2,Thursday,Middle,51,50
1065,4415.0,1971,Graduation,Married,16860.0,1,1,2022-09-12,19,10,4,4,3.0,3.0,14,3,1,1.0,3,7,0,0,0,0,0,0,3,11,0,2022,September,Q3,Monday,Middle,54,51
1066,3005.0,2002,Graduation,Single,83528.0,0,0,2024-05-01,7,530,117,678,134.0,44.0,147,1,4,10.0,8,1,1,0,0,1,0,0,3,11,1,2024,May,Q2,Wednesday,Start,23,22
1067,2223.0,1975,2n Cycle,Divorced,64176.0,0,1,2022-08-03,52,1215,33,249,64.0,116.0,149,8,8,9.0,8,6,0,0,0,0,0,0,3,11,0,2022,August,Q3,Wednesday,Start,50,47
1068,4817.0,1966,Graduation,Divorced,22304.0,0,0,2022-08-04,91,3,2,7,0.0,4.0,2,1,1,0.0,2,8,0,0,0,0,0,0,3,11,0,2022,August,Q3,Thursday,Start,59,56
1069,2875.0,1988,Graduation,Married,67023.0,0,0,2024-03-04,93,444,44,382,11.0,8.0,17,1,3,7.0,13,2,0,0,0,0,0,0,3,11,0,2024,March,Q1,Monday,Start,37,36
1070,10536.0,1981,PhD,Together,32892.0,1,0,2024-05-25,78,26,0,15,2.0,1.0,2,2,3,0.0,3,8,0,0,0,0,0,0,3,11,0,2024,May,Q2,Saturday,End,44,43
1071,11073.039999999999,1976,Graduation,Together,70713.0,0,1,2022-12-03,23,736,114,279,82.0,76.0,190,6,5,6.0,8,3,0,0,0,0,0,0,3,11,0,2022,December,Q4,Saturday,Start,49,46
1072,3807.0,1965,Graduation,Together,59925.0,0,1,2022-11-30,83,473,21,176,19.0,21.0,56,3,9,2.0,9,6,0,0,0,0,0,0,3,11,0,2022,November,Q4,Wednesday,End,60,57
1073,9197.0,1963,Graduation,Married,39722.0,0,1,2024-02-24,92,32,0,5,2.0,0.0,8,2,2,0.0,3,5,0,0,0,0,0,0,3,11,0,2024,February,Q1,Saturday,End,62,61
1074,10832.0,1968,Graduation,Together,46610.0,0,0,2023-07-18,4,288,10,30,4.0,10.0,125,1,6,1.0,6,6,0,0,0,0,0,0,3,11,0,2023,July,Q3,Tuesday,Middle,57,55
1075,6421.0,1971,Graduation,Together,88347.0,0,0,2023-07-03,32,1050,172,555,77.0,138.0,118,1,4,7.0,9,1,0,0,0,1,0,0,3,11,0,2023,July,Q3,Monday,Start,54,52
1076,4207.0,1991,PhD,Married,87171.0,0,0,2023-05-01,27,1001,44,107,58.0,44.0,44,1,6,7.0,11,2,1,0,1,0,0,0,3,11,0,2023,May,Q2,Monday,Start,34,32
1077,577.0,1986,2n Cycle,Together,26907.0,1,1,2023-08-20,10,9,1,7,0.0,3.0,2,2,1,0.0,3,7,0,0,0,0,0,0,3,11,0,2023,August,Q3,Sunday,Middle,39,37
1078,10855.0,1978,Master,Single,50014.0,1,0,2024-01-22,9,234,14,77,19.0,10.0,42,2,4,1.0,8,5,0,0,0,0,0,0,3,11,0,2024,January,Q1,Monday,End,47,46
1079,3081.0,1988,PhD,Married,41014.0,1,0,2023-04-22,65,7,2,6,2.0,0.0,3,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0,2023,April,Q2,Saturday,End,37,35
1080,3535.0,1975,Graduation,Single,66294.0,0,0,2024-03-17,68,251,108,334,65.0,92.0,117,1,4,3.0,5,2,0,0,0,0,0,0,3,11,0,2024,March,Q1,Sunday,Middle,50,49
1081,247.0,1981,Graduation,Married,36715.0,1,0,2022-11-17,16,172,10,125,21.0,13.0,16,6,7,2.0,4,9,0,0,0,0,0,0,3,11,1,2022,November,Q4,Thursday,Middle,44,41
1082,8707.0,1966,Graduation,Married,79456.0,0,0,2022-08-22,12,565,42,548,64.0,83.0,99,1,5,6.0,4,3,0,0,0,0,0,0,3,11,1,2022,August,Q3,Monday,End,59,56
1083,9523.0,1992,Graduation,Together,40479.0,1,0,2023-08-17,95,5,0,8,2.0,0.0,0,1,0,0.0,3,4,0,0,0,0,0,0,3,11,0,2023,August,Q3,Thursday,Middle,33,31
1084,6072.0,1980,Master,Single,75345.0,0,0,2023-02-02,16,918,57,842,99.0,38.0,133,1,5,8.0,6,3,0,0,0,1,0,0,3,11,1,2023,February,Q1,Thursday,Start,45,43
1085,6295.0,1987,Graduation,Married,54233.0,0,1,2023-02-04,46,652,8,158,21.0,0.0,142,4,11,6.0,5,8,0,0,0,0,0,0,3,11,0,2023,February,Q1,Saturday,Start,38,36
1086,10914.0,1980,Graduation,Single,24163.0,1,1,2023-10-12,3,4,1,7,2.0,1.0,2,2,1,0.0,3,4,0,0,0,0,0,0,3,11,0,2023,October,Q4,Thursday,Middle,45,43
1087,1509.0,1968,PhD,Together,84460.0,0,0,2023-01-04,80,152,27,103,106.0,54.0,81,0,9,9.0,4,5,0,1,1,1,1,0,3,11,1,2023,January,Q1,Wednesday,Start,57,55
1088,5577.0,1993,Graduation,Together,43776.0,1,0,2024-05-03,77,8,0,9,2.0,1.0,3,1,1,0.0,2,6,0,0,0,0,0,0,3,11,0,2024,May,Q2,Friday,Start,32,31
1089,7348.0,1968,PhD,Single,71691.0,0,0,2024-03-17,0,336,130,411,226.35999999999967,32.0,43,1,4,7.0,5,2,0,0,0,0,0,0,3,11,1,2024,March,Q1,Sunday,Middle,57,56
1090,1127.0,1983,PhD,Married,85844.0,0,0,2024-05-29,62,938,19,843,25.0,95.0,38,1,6,6.0,7,2,0,0,1,0,0,0,3,11,0,2024,May,Q2,Wednesday,End,42,41
1091,1833.0,1984,PhD,Single,39190.0,1,0,2024-04-26,91,68,8,18,19.0,8.0,12,2,2,1.0,4,5,0,0,0,0,0,0,3,11,0,2024,April,Q2,Friday,End,41,40
1092,4944.0,1969,Graduation,Together,71367.0,0,0,2023-08-23,24,227,23,389,42.0,21.0,75,1,4,5.0,7,2,0,0,0,0,0,0,3,11,0,2023,August,Q3,Wednesday,End,56,54
1093,9080.0,1982,PhD,Single,38578.0,1,1,2023-06-22,2,38,4,22,3.0,3.0,3,3,3,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,June,Q2,Thursday,End,43,41
1094,6466.0,1975,PhD,Married,57236.0,1,1,2024-03-12,22,105,0,9,2.0,1.0,4,3,2,1.0,4,3,0,0,0,0,0,0,3,11,0,2024,March,Q1,Tuesday,Middle,50,49
1095,9964.0,1989,Graduation,Single,61825.0,0,1,2023-08-07,56,162,50,100,55.0,30.0,27,1,4,2.0,8,4,0,0,0,0,0,0,3,11,0,2023,August,Q3,Monday,Start,36,34
1096,4790.0,1968,Graduation,Divorced,79803.0,0,1,2024-06-02,54,574,8,216,21.0,16.0,33,1,4,3.0,5,1,0,0,0,0,0,0,3,11,0,2024,June,Q2,Sunday,Start,57,56
1097,10245.0,1996,2n Cycle,Single,80910.0,0,0,2022-10-31,71,160,80,369,67.0,39.0,41,1,3,3.0,8,1,0,0,0,0,0,0,3,11,0,2022,October,Q4,Monday,End,29,26
1098,1109.0,1992,Master,Together,27590.0,1,0,2023-04-23,38,6,0,5,0.0,0.0,1,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0,2023,April,Q2,Sunday,End,33,31
1099,6001.0,1989,Graduation,Married,56775.0,0,1,2023-01-02,62,614,35,160,58.0,35.0,35,2,5,8.0,10,5,0,0,0,0,0,0,3,11,0,2023,January,Q1,Monday,Start,36,34
1100,5538.0,1985,Graduation,Divorced,83829.0,0,0,2023-10-08,78,897,161,430,186.0,161.0,27,0,4,7.0,6,1,1,0,1,1,0,0,3,11,1,2023,October,Q4,Sunday,Start,40,38
1101,10552.0,1989,2n Cycle,Married,54210.0,0,1,2023-05-20,18,70,54,109,80.0,9.0,45,2,4,1.0,7,5,0,0,0,0,0,0,3,11,0,2023,May,Q2,Saturday,Middle,36,34
1102,1545.0,1996,Graduation,Married,38508.0,1,0,2023-08-02,95,120,19,206,25.0,19.0,54,6,7,2.0,5,8,0,0,0,0,0,0,3,11,0,2023,August,Q3,Wednesday,Start,29,27
1103,7409.0,1980,Graduation,Together,53187.0,1,0,2023-10-26,66,211,2,30,7.0,7.0,10,2,4,1.0,6,5,0,0,0,0,0,0,3,11,0,2023,October,Q4,Thursday,End,45,43
1104,4444.0,1982,Graduation,Married,30023.0,1,0,2024-03-24,28,11,0,16,7.0,6.0,21,1,2,0.0,3,8,0,0,0,0,0,0,3,11,0,2024,March,Q1,Sunday,End,43,42
1105,146.0,1970,PhD,Single,76045.0,0,0,2023-11-15,78,760,53,400,17.0,93.0,0,1,4,5.0,11,2,0,0,0,1,0,0,3,11,0,2023,November,Q4,Wednesday,Middle,55,53
1106,6271.0,1962,PhD,Married,50870.0,0,1,2024-06-19,13,53,0,8,0.0,0.0,2,1,2,0.0,3,5,0,0,0,0,0,0,3,11,0,2024,June,Q2,Wednesday,Middle,63,62
1107,10065.0,1980,2n Cycle,Married,15315.0,0,0,2023-08-03,27,7,4,13,15.0,8.0,17,2,2,0.0,4,5,0,0,0,0,0,0,3,11,0,2023,August,Q3,Thursday,Start,45,43
1108,4741.0,1984,2n Cycle,Married,65463.0,1,0,2024-01-30,17,391,32,70,21.0,32.0,16,2,6,2.0,9,5,0,1,0,0,0,0,3,11,0,2024,January,Q1,Tuesday,End,41,40
1109,246.0,1975,Graduation,Married,66480.0,1,1,2024-05-31,71,199,9,57,20.0,21.0,6,7,4,1.0,7,4,0,0,0,0,0,0,3,11,0,2024,May,Q2,Friday,End,50,49
1110,375.0,1964,Graduation,Divorced,76773.0,0,0,2023-02-25,79,516,56,449,86.0,33.0,16,1,2,2.0,11,1,0,0,0,0,0,0,3,11,0,2023,February,Q1,Saturday,End,61,59
1111,1524.0,1993,2n Cycle,Single,81698.0,0,0,2023-03-01,1,709,45,115,30.0,160.0,45,1,8,2.0,5,5,0,0,0,1,0,0,3,11,1,2023,March,Q1,Wednesday,Start,32,30
1112,10022.0,1983,PhD,Single,54466.0,1,1,2024-02-09,78,12,0,4,0.0,0.0,0,1,1,0.0,2,5,0,0,0,0,0,0,3,11,0,2024,February,Q1,Friday,Start,42,41
1113,7451.0,1970,Master,Single,94443.83999999998,0,0,2024-02-17,23,1000,19,711,125.0,115.0,38,0,4,6.0,9,1,0,1,0,0,0,0,3,11,0,2024,February,Q1,Saturday,Middle,55,54
1114,11010.0,1994,PhD,Single,16269.0,1,0,2023-08-30,75,19,3,18,3.0,1.0,0,3,3,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,August,Q3,Wednesday,End,31,29
1115,4356.0,1981,Graduation,Together,71819.0,0,1,2023-08-28,70,1224,28,140,0.0,14.0,168,3,3,3.0,5,6,0,1,1,0,0,0,3,11,0,2023,August,Q3,Monday,End,44,42
1116,3885.0,1993,PhD,Married,33569.0,1,0,2023-10-16,10,16,2,18,3.0,0.0,24,1,1,1.0,2,8,1,0,0,0,0,0,3,11,1,2023,October,Q4,Monday,Middle,32,30
1117,1175.0,1993,Master,Married,36262.0,0,0,2023-09-20,24,88,39,54,64.0,28.0,153,1,3,5.0,3,6,1,0,0,0,0,0,3,11,1,2023,September,Q3,Wednesday,Middle,32,30
1118,880.0,1976,Basic,Together,22634.0,0,0,2023-01-16,47,2,23,11,8.0,6.0,46,1,2,1.0,2,8,0,0,0,0,0,0,3,11,0,2023,January,Q1,Monday,Middle,49,47
1119,2320.0,1988,2n Cycle,Married,47025.0,0,1,2023-09-12,98,508,11,59,23.0,5.0,29,5,11,1.0,6,9,0,0,0,0,0,0,3,11,0,2023,September,Q3,Tuesday,Middle,37,35
1120,850.0,1978,Graduation,Single,70566.0,0,1,2023-10-06,4,381,28,215,84.0,28.0,21,2,6,5.0,9,3,0,0,0,0,0,0,3,11,0,2023,October,Q4,Friday,Start,47,45
1121,4713.0,1989,PhD,Married,31605.0,1,0,2022-11-22,15,74,0,42,2.0,1.0,6,2,2,1.0,4,7,0,0,0,0,0,0,3,11,0,2022,November,Q4,Tuesday,End,36,33
1122,675.0,1983,Master,Divorced,52034.0,1,1,2023-05-17,67,146,0,93,7.0,13.0,73,5,4,2.0,5,7,0,0,0,0,0,0,3,11,0,2023,May,Q2,Wednesday,Middle,42,40
1123,5025.0,1989,Graduation,Single,48526.0,1,0,2023-12-24,32,23,17,23,43.0,20.0,9,1,2,1.0,4,3,0,0,0,0,0,0,3,11,0,2023,December,Q4,Sunday,End,36,34
1124,2308.0,1964,Graduation,Married,46734.0,0,1,2022-11-18,40,110,5,137,26.0,23.0,29,2,6,1.0,5,7,0,0,0,0,0,0,3,11,0,2022,November,Q4,Friday,Middle,61,58
1125,5995.0,1972,Graduation,Divorced,39552.0,1,1,2022-12-18,54,165,3,147,4.0,24.0,41,7,6,2.0,5,8,0,0,0,0,0,0,3,11,1,2022,December,Q4,Sunday,Middle,53,50
1126,6749.0,1976,Graduation,Single,86358.0,1,1,2022-08-08,78,957,47,494,82.0,47.0,95,4,5,3.0,6,8,0,0,0,0,0,0,3,11,0,2022,August,Q3,Monday,Start,49,46
1127,1010.0,1987,Graduation,Together,46931.0,2,1,2024-04-24,94,41,0,17,3.0,1.0,16,2,1,1.0,3,3,0,0,0,0,0,0,3,11,0,2024,April,Q2,Wednesday,End,38,37
1128,8977.0,1995,Basic,Single,16581.0,0,0,2023-01-12,51,1,3,4,2.0,3.0,11,1,0,0.0,3,4,0,0,0,0,0,0,3,11,0,2023,January,Q1,Thursday,Middle,30,28
1129,4756.0,1962,2n Cycle,Divorced,63998.0,0,0,2023-12-20,42,176,29,818,0.0,33.0,112,1,7,6.0,11,4,0,0,0,0,0,0,3,11,1,2023,December,Q4,Wednesday,Middle,63,61
1130,3412.0,1961,Master,Married,67381.0,0,1,2023-01-15,67,815,8,53,11.0,0.0,70,4,2,2.0,9,7,0,1,0,0,0,0,3,11,0,2023,January,Q1,Sunday,Middle,64,62
1131,606.0,1977,Graduation,Single,25930.0,1,1,2023-10-10,87,6,1,2,2.0,0.0,4,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0,2023,October,Q4,Tuesday,Start,48,46
1132,5961.0,1988,Graduation,Married,42693.0,1,0,2024-06-07,29,8,4,20,6.0,3.0,16,1,1,0.0,3,5,0,0,0,0,0,0,3,11,0,2024,June,Q2,Friday,Start,37,36
1133,2975.0,1986,Graduation,Together,85606.0,0,1,2022-11-12,89,717,42,864,219.0,30.0,84,2,6,7.0,9,3,0,0,0,1,0,0,3,11,0,2022,November,Q4,Saturday,Middle,39,36
